date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:23:23	24058/24058	---M--	200	added ('OK')	image/jpeg	etag:%229f823ba1a61c02f9acb47d6f85d347c7%22	https://khai-partners.com/team-member-02.jpg	F:/Ryn/Materi/Company%20profile%20Khai%20&%20Partners/Website/KHAI%20PARTNERS/khai-partners.com/team-member-02.jpg	(from https://khai-partners.com/)
09:23:24	21621/21621	---M--	200	added ('OK')	image/jpeg	etag:%225bbedb923897e8377733e9812c03849d%22	https://khai-partners.com/team-member-03.jpg	F:/Ryn/Materi/Company%20profile%20Khai%20&%20Partners/Website/KHAI%20PARTNERS/khai-partners.com/team-member-03.jpg	(from https://khai-partners.com/)
09:23:24	21224/21224	---M--	200	added ('OK')	image/jpeg	etag:%229ea912202e784317cc0ccbebf135a751%22	https://khai-partners.com/team-member-04.jpg	F:/Ryn/Materi/Company%20profile%20Khai%20&%20Partners/Website/KHAI%20PARTNERS/khai-partners.com/team-member-04.jpg	(from https://khai-partners.com/)
09:23:24	0/0	---M--	307	error ('Temporary%20Redirect')	unknown/unknown	date:Mon,%2021%20Sep%202026%2001:23:24%20GMT	https://khai-partners.com/index.html	F:/Ryn/Materi/Company%20profile%20Khai%20&%20Partners/Website/KHAI%20PARTNERS/khai-partners.com/index-2.html	(from https://khai-partners.com/)
09:23:24	1374/1374	---MCZ	200	added ('OK')	text/javascript	etag:W/%22f2a62a6cb2d83cdb098af7c01c04d4e1%22	https://khai-partners.com/script.js	F:/Ryn/Materi/Company%20profile%20Khai%20&%20Partners/Website/KHAI%20PARTNERS/khai-partners.com/script.js	(from https://khai-partners.com/)
09:23:24	0/0	---M--	302	error ('Found')	unknown/unknown	date:Mon,%2021%20Sep%202026%2001:23:24%20GMT	https://khai-partners.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	F:/Ryn/Materi/Company%20profile%20Khai%20&%20Partners/Website/KHAI%20PARTNERS/khai-partners.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from https://khai-partners.com/)
09:23:25	20638/20638	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2021%20Sep%202026%2001:23:25%20GMT	https://khai-partners.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/330e41bb475c/main.js?	F:/Ryn/Materi/Company%20profile%20Khai%20&%20Partners/Website/KHAI%20PARTNERS/khai-partners.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/330e41bb475c/maind41d.js	(from https://khai-partners.com/)
09:23:29	2155/2155	---MCZ	200	added ('OK')	text/css	etag:W/%22fd540187d0b8851d6e7f3c974f7a21b4%22	https://khai-partners.com/page.css	F:/Ryn/Materi/Company%20profile%20Khai%20&%20Partners/Website/KHAI%20PARTNERS/khai-partners.com/page.css	(from https://khai-partners.com/tentang)
09:23:29	0/0	---M--	307	error ('Temporary%20Redirect')	unknown/unknown	date:Mon,%2021%20Sep%202026%2001:23:29%20GMT	https://khai-partners.com/index.html	F:/Ryn/Materi/Company%20profile%20Khai%20&%20Partners/Website/KHAI%20PARTNERS/khai-partners.com/index-2.html	(from https://khai-partners.com/tentang)
09:23:29	0/0	---M--	307	error ('Temporary%20Redirect')	unknown/unknown	date:Mon,%2021%20Sep%202026%2001:23:29%20GMT	https://khai-partners.com/index.html	F:/Ryn/Materi/Company%20profile%20Khai%20&%20Partners/Website/KHAI%20PARTNERS/khai-partners.com/index-2.html	(from https://khai-partners.com/tentang)
09:23:30	0/0	---M--	307	error ('Temporary%20Redirect')	unknown/unknown	date:Mon,%2021%20Sep%202026%2001:23:30%20GMT	https://khai-partners.com/index.html	F:/Ryn/Materi/Company%20profile%20Khai%20&%20Partners/Website/KHAI%20PARTNERS/khai-partners.com/index-2.html	(from https://khai-partners.com/tentang)
09:23:30	0/0	---M--	307	error ('Temporary%20Redirect')	unknown/unknown	date:Mon,%2021%20Sep%202026%2001:23:30%20GMT	https://khai-partners.com/index.html	F:/Ryn/Materi/Company%20profile%20Khai%20&%20Partners/Website/KHAI%20PARTNERS/khai-partners.com/index-2.html	(from https://khai-partners.com/bidang-praktik)
09:23:30	0/0	---M--	307	error ('Temporary%20Redirect')	unknown/unknown	date:Mon,%2021%20Sep%202026%2001:23:30%20GMT	https://khai-partners.com/index.html	F:/Ryn/Materi/Company%20profile%20Khai%20&%20Partners/Website/KHAI%20PARTNERS/khai-partners.com/index-2.html	(from https://khai-partners.com/bidang-praktik)
09:23:30	0/0	---M--	307	error ('Temporary%20Redirect')	unknown/unknown	date:Mon,%2021%20Sep%202026%2001:23:30%20GMT	https://khai-partners.com/index.html	F:/Ryn/Materi/Company%20profile%20Khai%20&%20Partners/Website/KHAI%20PARTNERS/khai-partners.com/index-2.html	(from https://khai-partners.com/profil)
09:23:35	0/0	---M--	307	error ('Temporary%20Redirect')	unknown/unknown	date:Mon,%2021%20Sep%202026%2001:23:35%20GMT	https://khai-partners.com/index.html	F:/Ryn/Materi/Company%20profile%20Khai%20&%20Partners/Website/KHAI%20PARTNERS/khai-partners.com/index-2.html	(from https://khai-partners.com/profil)
09:23:35	0/0	---M--	307	error ('Temporary%20Redirect')	unknown/unknown	date:Mon,%2021%20Sep%202026%2001:23:35%20GMT	https://khai-partners.com/index.html	F:/Ryn/Materi/Company%20profile%20Khai%20&%20Partners/Website/KHAI%20PARTNERS/khai-partners.com/index-2.html	(from https://khai-partners.com/kontak)
09:23:35	0/0	---M--	307	error ('Temporary%20Redirect')	unknown/unknown	date:Mon,%2021%20Sep%202026%2001:23:35%20GMT	https://khai-partners.com/index.html	F:/Ryn/Materi/Company%20profile%20Khai%20&%20Partners/Website/KHAI%20PARTNERS/khai-partners.com/index-2.html	(from https://khai-partners.com/kontak)
09:23:36	0/0	---M--	307	error ('Temporary%20Redirect')	unknown/unknown	date:Mon,%2021%20Sep%202026%2001:23:36%20GMT	https://khai-partners.com/index.html	F:/Ryn/Materi/Company%20profile%20Khai%20&%20Partners/Website/KHAI%20PARTNERS/khai-partners.com/index-2.html	(from https://khai-partners.com/script.js)
